p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label,label_encoded
-38.8,-70.78,-77.89,24.39,9.64,-59.98,26.66,76.7,34.02,30.79,ঋ,5
-39.08,-69.68,-78.25,23.03,8.69,-58.66,23.33,73.35,33.65,30.96,ঋ,5
-37.86,-68.42,-74.16,23.35,9.44,-57.17,32.79,82.15,34.67,31.34,ঋ,5
-38.25,-69.0,-78.34,29.01,12.67,-66.79,2.72,37.82,29.1,27.15,ঋ,5
-38.57,-68.21,-77.91,28.46,12.24,-63.88,4.33,40.9,29.75,27.48,ঋ,5
-41.12,-71.38,-80.96,26.11,9.88,-65.81,0.85,39.6,26.63,25.9,ঋ,5
-40.77,-69.52,-80.35,26.33,9.95,-64.9,0.04,37.77,26.81,26.35,ঋ,5
-37.28,-70.25,-79.96,22.69,7.21,-61.99,14.08,64.54,29.08,28.15,ঋ,5
-38.92,-70.49,-80.93,24.58,8.29,-65.0,4.57,46.83,27.68,26.98,ঋ,5
-38.5,-71.28,-81.41,23.69,7.95,-63.11,6.64,51.51,28.42,27.48,ঋ,5
-59.62,-73.72,-82.97,15.96,1.05,-55.45,26.68,27.91,19.83,21.91,ঋ,5
-59.71,-74.79,-83.72,15.22,0.29,-51.16,15.47,11.29,19.49,21.68,ঋ,5
-58.15,-71.23,-75.03,12.33,-0.71,-39.37,64.02,92.28,26.52,27.08,ঋ,5
-50.02,-66.37,-73.85,24.19,7.04,-62.69,11.8,21.44,23.84,24.28,ঋ,5
-53.29,-70.57,-78.01,22.91,6.56,-65.08,11.38,21.17,21.22,22.4,ঋ,5
-49.18,-64.63,-73.07,31.97,14.54,-68.07,14.07,30.0,29.07,24.49,ঋ,5
-49.15,-62.82,-70.45,28.68,12.24,-59.78,25.25,46.44,33.5,27.69,ঋ,5
-50.12,-62.81,-71.12,27.38,11.66,-57.4,26.94,52.85,33.23,27.65,ঋ,5
-51.17,-64.12,-72.39,26.4,10.72,-55.91,23.43,49.86,31.57,26.85,ঋ,5
-51.32,-63.77,-72.33,27.28,11.12,-57.55,17.85,44.84,30.64,26.41,ঋ,5
-54.34,-63.89,-72.01,28.08,11.51,-61.48,11.82,38.69,27.67,24.52,ঋ,5
-56.1,-67.36,-76.09,25.26,8.95,-62.44,9.89,36.73,25.14,23.04,ঋ,5
-57.18,-66.93,-74.52,25.94,10.17,-62.81,12.72,42.88,25.31,23.17,ঋ,5
-60.75,-69.49,-78.27,23.08,7.19,-61.35,5.97,33.5,22.52,21.64,ঋ,5
-51.08,-69.15,-77.74,23.77,6.91,-66.38,-0.77,21.79,22.46,22.35,ঋ,5
-56.82,-68.61,-80.92,20.79,4.9,-58.29,7.8,47.88,23.48,23.38,ঋ,5
-56.51,-70.66,-83.87,21.82,5.67,-59.28,49.4,39.94,24.49,24.26,ঋ,5
-56.35,-71.02,-83.11,21.01,5.06,-55.6,54.99,49.84,24.63,24.31,ঋ,5
-40.14,-54.26,-66.44,24.46,9.6,-48.19,54.57,59.37,39.94,34.21,ঋ,5
-39.04,-52.24,-64.07,22.65,8.73,-45.46,57.15,64.33,41.99,35.98,ঋ,5
-43.83,-61.18,-73.98,22.31,6.66,-48.98,47.23,46.37,34.74,31.04,ঋ,5
-54.33,-62.76,-64.32,31.78,12.36,-86.31,-8.7,-25.89,10.62,15.34,ঋ,5
-52.66,-61.67,-64.67,32.19,12.47,-80.53,-3.13,-18.24,13.34,17.11,ঋ,5
-56.22,-65.47,-69.2,27.98,9.64,-77.7,-0.9,-19.51,13.47,17.09,ঋ,5
-61.22,-73.23,-81.49,17.89,2.26,-55.95,29.54,-0.09,18.83,20.93,ঋ,5
-63.33,-71.06,-78.64,20.31,4.53,-60.59,29.38,8.9,17.82,20.29,ঋ,5
-62.87,-74.82,-86.39,8.82,-5.17,-31.62,73.86,113.98,22.25,23.98,ঋ,5
-61.38,-77.15,-88.62,16.06,1.46,-53.19,59.47,49.34,19.88,21.86,ঋ,5
-55.12,-65.93,-79.47,22.85,7.19,-63.27,21.93,23.03,22.09,23.19,ঋ,5
-57.48,-57.36,-89.08,17.93,2.42,-64.39,20.71,-21.34,19.2,21.57,ঋ,5
-54.8,-70.7,-87.27,14.84,-0.26,-57.7,64.9,-5.14,20.55,22.52,ঋ,5
-55.12,-69.92,-86.63,15.38,0.2,-57.55,63.96,15.6,21.11,23.02,ঋ,5
-52.87,-67.59,-84.17,15.89,0.84,-57.86,58.51,28.14,22.68,23.88,ঋ,5
-53.77,-75.95,-80.83,19.11,2.85,-78.55,0.51,-46.09,12.43,17.0,ঋ,5
-56.0,-77.08,-84.24,17.28,1.7,-70.14,26.98,-15.55,15.85,19.24,ঋ,5
-51.84,-74.84,-83.03,17.66,1.49,-64.3,28.83,-6.01,19.48,21.89,ঋ,5
-53.1,-75.26,-85.53,16.64,1.1,-62.8,-1.52,4.91,19.84,22.0,ঋ,5
-51.24,-57.27,-81.43,14.17,-0.88,-60.74,14.98,125.68,23.68,25.16,ঋ,5
-58.56,-70.58,-83.0,15.59,0.21,-60.26,46.54,15.85,21.12,22.91,ঋ,5
-58.61,-72.75,-85.1,14.27,-0.84,-55.52,49.23,24.5,20.72,22.78,ঋ,5
-56.88,-70.36,-82.55,15.23,-0.15,-58.26,42.67,14.68,21.24,23.13,ঋ,5
-57.97,-73.41,-84.1,14.34,-0.31,-58.1,24.47,32.92,20.15,22.69,ঋ,5
-56.12,-73.39,-82.06,13.2,-1.02,-59.78,11.96,46.46,22.08,23.83,ঋ,5
-50.49,-71.27,-79.84,14.15,-1.01,-59.01,10.73,44.06,24.39,25.58,ঋ,5
-46.44,-75.47,-77.37,18.2,3.77,-62.31,45.35,93.07,28.23,28.25,ঋ,5
-46.15,-74.78,-83.25,16.35,1.64,-59.21,24.33,90.81,27.4,27.01,ঋ,5
-42.89,-68.94,-77.12,12.7,-13.63,-65.06,13.05,56.31,27.19,27.99,ঋ,5
-41.61,-68.53,-76.25,2.24,-11.27,-65.94,6.47,50.78,24.64,26.5,ঋ,5
-48.46,-63.02,-81.71,2.17,-11.32,-64.62,30.65,72.9,22.96,25.03,ঋ,5
-48.84,-70.77,-80.26,14.65,-2.47,-62.71,43.49,59.64,25.43,26.3,ঋ,5
-43.89,-63.09,-72.36,29.38,7.85,-71.48,32.85,39.49,33.55,26.96,ঋ,5
-36.93,-67.06,-74.8,31.43,8.63,-62.97,41.81,59.79,36.63,27.75,ঋ,5
-39.39,-75.52,-86.89,27.68,3.56,-35.79,26.04,94.28,27.94,24.64,ঋ,5
-46.78,-76.62,-84.27,24.69,1.92,-39.41,61.23,106.15,28.29,25.46,ঋ,5
-37.94,-71.17,-81.25,27.89,2.63,-33.54,48.68,87.5,28.96,26.67,ঋ,5
-39.43,-71.25,-80.74,26.28,1.94,-33.61,52.16,92.16,29.7,27.17,ঋ,5
-43.41,-74.18,-84.4,25.68,1.37,-34.14,41.29,90.28,25.71,24.64,ঋ,5
-42.75,-72.36,-82.37,25.76,1.65,-32.89,39.61,83.31,27.34,25.67,ঋ,5
-43.05,-75.26,-82.78,23.2,-0.39,-29.38,49.74,101.46,26.36,24.91,ঋ,5
-35.62,-63.97,-73.95,26.94,3.56,-35.61,39.51,68.26,33.78,29.32,ঋ,5
-33.52,-59.39,-69.88,28.82,5.35,-38.03,35.56,60.76,36.33,30.42,ঋ,5
-40.71,-64.75,-76.04,30.98,5.94,-42.34,18.55,34.64,27.82,24.66,ঋ,5
-43.28,-61.98,-72.78,35.34,8.4,-51.76,2.33,9.55,22.98,21.33,ঋ,5
-45.29,-62.9,-73.72,33.24,6.57,-50.45,0.51,6.42,21.69,20.68,ঋ,5
-48.12,-68.91,-79.7,28.28,3.07,-42.76,7.81,15.19,21.45,20.94,ঋ,5
-48.45,-71.75,-83.08,22.92,-0.51,-36.77,15.93,32.71,22.04,21.61,ঋ,5
-47.83,-70.87,-80.99,23.27,-0.15,-36.75,18.58,33.84,22.65,21.91,ঋ,5
-46.38,-69.88,-80.81,22.76,-0.33,-34.95,22.64,46.93,24.48,23.22,ঋ,5
-47.2,-69.9,-80.6,22.66,-0.25,-35.24,22.64,47.84,24.03,22.95,ঋ,5
-46.29,-69.5,-79.91,21.5,-1.0,-35.05,27.16,56.33,25.36,23.9,ঋ,5
-44.82,-67.15,-77.04,21.16,-0.82,-33.05,31.39,60.73,27.55,25.44,ঋ,5
-43.95,-64.73,-74.75,20.39,-1.11,-33.33,32.37,61.37,28.9,26.33,ঋ,5
-39.76,-58.1,-67.43,20.19,-0.41,-30.78,35.16,62.1,33.51,29.66,ঋ,5
-37.21,-54.51,-64.2,22.23,1.48,-34.25,33.08,58.02,35.57,30.74,ঋ,5
-36.91,-57.15,-64.43,18.83,0.06,-33.94,55.86,83.1,37.94,32.96,ঋ,5
-48.11,-70.57,-80.4,25.55,1.84,-46.39,10.01,17.36,22.75,21.87,ঋ,5
-51.23,-71.89,-81.35,25.4,1.75,-49.25,3.13,5.47,20.58,20.48,ঋ,5
-50.82,-70.73,-80.09,26.91,2.6,-59.04,3.64,8.27,20.77,21.1,ঋ,5
-45.34,-64.34,-73.8,31.12,6.0,-60.26,0.09,4.64,22.3,21.3,ঋ,5
-45.21,-64.58,-73.52,31.08,5.96,-58.77,4.14,11.79,23.34,21.81,ঋ,5
-45.32,-63.37,-72.97,31.93,7.43,-58.58,5.15,14.02,24.82,23.87,ঋ,5
-44.39,-61.05,-72.79,32.38,17.31,-58.59,6.84,14.81,30.91,32.12,ঋ,5
-43.97,-61.82,-73.49,30.41,15.67,-55.09,12.03,25.43,31.09,31.64,ঋ,5
-39.37,-56.09,-67.01,31.69,16.34,-56.82,14.0,34.43,34.31,31.86,ঋ,5
-43.44,-64.24,-74.01,26.49,12.42,-51.36,21.82,45.94,31.83,30.58,ঋ,5
-41.34,-60.58,-70.86,24.79,-9.83,-57.37,12.41,34.24,27.34,26.34,ঋ,5
-40.08,-55.78,-64.83,4.94,-12.92,-61.76,8.04,32.58,20.66,26.27,ঋ,5
-34.33,-54.32,-62.05,1.04,-1.91,-66.53,2.92,27.85,21.33,28.08,ঋ,5
-33.98,-55.79,-63.97,1.74,-1.39,-65.98,4.43,31.06,21.93,28.28,ঋ,5
-32.52,-54.76,-62.59,2.55,-0.85,-65.51,4.53,31.7,22.32,28.51,ঋ,5
-33.71,-52.51,-60.58,26.89,4.76,-50.91,4.77,34.42,29.98,28.63,ঋ,5
-30.12,-48.56,-58.24,27.48,4.83,-39.83,4.66,35.14,31.06,29.07,ঋ,5
-32.95,-50.17,-59.88,27.75,5.81,-43.22,4.41,35.13,32.16,30.12,ঋ,5
-35.65,-55.53,-65.33,26.91,4.84,-46.42,4.49,37.97,30.09,28.53,ঋ,5
-35.7,-55.88,-64.46,28.65,6.35,-50.46,4.41,37.64,30.2,28.32,ঋ,5
-42.14,-63.53,-75.7,18.25,-2.26,-41.99,9.36,49.54,25.92,27.35,ঋ,5
-44.83,-64.56,-79.9,15.15,-5.9,-44.35,-11.16,-3.31,22.83,25.38,ঋ,5
-47.7,-64.01,-77.03,16.36,-4.49,-53.36,-8.87,20.96,20.26,23.43,ঋ,5
-46.35,-60.38,-68.84,13.86,-5.66,-52.09,1.18,33.31,23.29,25.44,ঋ,5
-46.33,-53.64,-60.41,14.19,-5.13,-51.11,-2.79,29.03,23.97,25.73,ঋ,5
-45.21,-48.74,-52.63,15.39,-4.43,-48.28,-4.3,23.32,24.96,26.06,ঋ,5
-55.11,-73.96,-62.61,4.68,-7.11,-58.61,4.3,27.92,22.02,25.92,ঋ,5
-57.31,-85.84,-84.8,6.13,-7.36,-55.07,53.63,48.67,19.1,23.63,ঋ,5
-57.31,-74.02,-78.15,1.49,-11.07,-34.02,65.54,128.28,24.56,27.83,ঋ,5
-55.9,-70.65,-78.59,2.87,-9.88,-36.82,47.82,97.39,25.08,28.2,ঋ,5
-38.6,-54.46,-68.34,24.33,1.17,-44.51,51.26,60.28,40.92,34.66,ঋ,5
-50.98,-71.0,-83.43,24.88,-1.3,-60.43,38.99,12.65,23.93,23.04,ঋ,5
-46.88,-65.79,-76.29,28.92,1.21,-64.41,25.72,12.33,25.18,23.58,ঋ,5
-50.82,-77.6,-86.46,25.14,-1.87,-66.46,30.08,-42.04,21.2,21.38,ঋ,5
-43.06,-70.33,-82.03,27.5,0.46,-66.83,37.03,40.64,27.67,25.26,ঋ,5
-46.93,-77.48,-88.82,23.98,-2.17,-63.07,38.54,131.31,24.92,23.89,ঋ,5
-45.64,-74.11,-86.68,25.27,-1.16,-64.06,31.39,52.33,26.37,24.44,ঋ,5
-45.5,-72.77,-84.44,26.04,-0.5,-65.25,28.38,50.99,26.83,24.85,ঋ,5
-41.53,-69.75,-82.47,27.07,0.4,-65.48,23.25,35.05,28.41,25.47,ঋ,5
-37.43,-70.3,-84.02,22.31,2.36,-67.3,23.41,52.87,28.53,18.69,ঋ,5
-34.59,-62.49,-78.2,19.91,7.31,-65.09,-3.84,28.27,28.22,28.67,ঋ,5
-40.53,-51.75,-85.87,25.49,9.85,-68.25,8.09,69.71,27.65,26.96,ঋ,5
-41.6,-76.4,-85.26,22.3,5.71,-68.42,23.49,-43.84,22.38,22.97,ঋ,5
-43.84,-76.84,-88.01,22.93,6.76,-70.93,29.47,-11.85,22.1,22.6,ঋ,5
-39.18,-71.42,-82.57,26.79,8.85,-73.43,5.98,-12.88,22.38,22.28,ঋ,5
-39.13,-71.54,-82.7,27.37,9.3,-75.28,5.6,-9.07,22.31,22.2,ঋ,5
-40.0,-72.03,-83.13,27.32,9.25,-74.96,6.93,-6.97,22.22,22.12,ঋ,5
-39.61,-72.06,-83.32,26.81,8.78,-74.35,7.74,-8.58,22.48,22.36,ঋ,5
-39.61,-71.65,-82.49,27.13,9.12,-74.86,4.5,-13.73,22.04,22.05,ঋ,5
-39.7,-70.69,-82.17,27.18,8.99,-74.78,6.06,-7.06,22.8,22.52,ঋ,5
-39.92,-71.54,-83.07,26.85,8.72,-74.84,9.08,-1.7,22.88,22.56,ঋ,5
-40.02,-72.03,-82.99,26.6,8.82,-73.87,6.38,-14.61,21.98,21.92,ঋ,5
-38.47,-70.28,-81.85,27.29,9.24,-74.03,5.81,-6.37,22.94,22.49,ঋ,5
-39.64,-70.52,-82.02,27.71,9.38,-73.96,5.63,-6.39,22.92,22.61,ঋ,5
-44.16,-75.26,-87.57,23.7,6.84,-71.57,16.1,19.96,22.57,22.35,ঋ,5
-42.09,-72.0,-84.97,23.37,6.55,-66.89,20.56,39.93,25.76,24.53,ঋ,5
-41.37,-69.84,-83.23,23.36,6.59,-65.33,21.73,50.46,27.07,25.34,ঋ,5
-44.06,-71.13,-83.68,23.6,6.54,-65.4,21.97,45.97,25.63,24.34,ঋ,5
-46.21,-63.22,-73.82,17.53,2.0,-50.54,15.79,114.25,29.38,27.6,ঋ,5
-43.91,-68.39,-79.79,14.38,-2.0,-50.02,63.54,98.72,34.72,32.06,ঋ,5
-42.42,-58.43,-68.52,10.3,-3.1,-36.28,78.24,101.3,38.15,33.76,ঋ,5
-40.73,-55.83,-66.18,10.18,-3.95,-37.67,74.3,92.99,39.85,34.87,ঋ,5
-37.65,-58.92,-57.51,14.9,-2.58,-51.71,40.05,74.5,40.86,34.1,ঋ,5
-38.93,-51.31,-60.32,27.16,14.28,-37.49,45.82,54.36,42.08,35.15,ঋ,5
-38.25,-50.89,-57.04,40.26,22.45,-58.4,17.92,14.37,36.36,29.94,ঋ,5
-37.76,-53.18,-62.38,38.86,21.55,-59.6,19.79,16.2,35.03,29.44,ঋ,5
-44.05,-60.15,-71.66,23.09,10.2,-37.91,52.95,61.38,36.19,32.2,ঋ,5
-41.32,-55.98,-66.26,23.0,10.64,-38.69,49.49,60.88,38.51,33.84,ঋ,5
-40.67,-53.84,-64.28,19.01,7.93,-32.72,55.42,70.22,40.16,35.57,ঋ,5
-39.28,-52.35,-63.47,18.61,7.47,-32.62,53.33,67.64,41.11,36.03,ঋ,5
-43.99,-57.93,-67.54,22.29,9.75,-39.09,45.99,62.45,37.92,33.77,ঋ,5
-42.29,-55.04,-64.62,23.68,10.93,-39.91,40.57,54.07,37.68,32.97,ঋ,5
-42.56,-72.89,-84.43,29.6,14.12,-56.4,25.36,50.32,29.42,27.85,ঋ,5
-43.0,-73.59,-84.32,29.12,13.89,-56.65,29.44,65.78,29.55,28.11,ঋ,5
-42.27,-72.54,-83.37,28.63,13.54,-56.05,29.57,69.1,30.37,28.54,ঋ,5
-42.04,-71.56,-83.05,29.0,13.75,-56.55,26.47,62.48,30.8,28.48,ঋ,5
-52.51,-78.22,-82.8,24.28,-1.35,-66.72,18.82,-34.45,16.15,18.06,ঋ,5
-47.52,-64.36,-74.38,23.38,21.76,-77.38,3.73,-15.49,16.33,14.98,ঋ,5
-48.34,-72.07,-83.95,24.33,20.15,-44.22,41.81,28.04,26.17,18.52,ঋ,5
-50.58,-74.31,-84.55,24.48,20.7,-47.46,46.68,37.29,23.86,17.04,ঋ,5
-50.31,-73.88,-82.82,22.85,19.33,-47.56,41.13,46.09,24.21,17.47,ঋ,5
-49.09,-70.45,-79.33,22.49,19.06,-49.3,38.45,52.36,25.27,18.49,ঋ,5
-41.89,-62.12,-71.34,24.94,19.35,-49.83,30.21,46.01,33.06,23.66,ঋ,5
-49.07,-70.02,-75.94,17.11,13.76,-38.61,59.54,87.44,30.6,21.43,ঋ,5
-40.18,-57.59,-64.2,22.52,17.43,-43.28,46.14,67.41,38.58,26.28,ঋ,5
-54.58,-74.96,-83.38,16.03,8.91,-57.02,78.98,107.49,24.17,18.29,ঋ,5
-51.5,-76.87,-85.14,20.81,11.68,-63.24,38.79,-4.18,19.13,15.17,ঋ,5
-49.94,-74.86,-81.92,22.94,13.08,-65.64,28.22,-7.72,18.93,15.18,ঋ,5
-50.06,-75.65,-84.6,21.88,12.62,-63.11,36.55,7.56,20.33,15.9,ঋ,5
-49.64,-74.52,-83.17,21.84,12.62,-62.2,30.65,9.1,20.88,16.18,ঋ,5
-51.28,-65.72,-74.16,21.45,12.14,-61.68,17.8,12.61,20.87,16.16,ঋ,5
-52.3,-55.71,-64.07,20.83,11.45,-58.61,14.35,2.54,20.37,16.0,ঋ,5
-48.44,-49.51,-58.82,23.2,12.93,-49.75,19.62,12.09,23.6,17.97,ঋ,5
-46.24,-53.07,-65.96,13.69,6.6,-32.58,41.44,41.63,29.55,22.07,ঋ,5
-44.24,-50.08,-64.36,14.51,4.32,-41.72,25.12,13.65,28.49,20.66,ঋ,5
-50.82,-62.79,-72.25,20.43,2.61,-51.21,20.99,40.34,28.56,19.35,ঋ,5
-43.79,-57.84,-68.17,13.21,16.32,-51.64,38.37,46.29,29.24,21.47,ঋ,5
-44.57,-62.2,-75.52,5.95,12.18,-60.89,28.42,10.41,24.54,18.76,ঋ,5
-56.81,-70.09,-80.31,9.57,12.64,-51.46,16.2,23.8,21.57,15.1,ঋ,5
-47.66,-70.83,-73.89,20.82,14.52,-52.35,50.5,99.65,31.97,20.99,ঋ,5
-43.87,-71.23,-79.63,20.34,13.17,-49.93,27.96,81.41,32.22,21.27,ঋ,5
-43.17,-67.47,-77.03,19.61,12.66,-50.15,23.64,71.93,32.86,21.32,ঋ,5
-35.91,-53.56,-62.83,23.39,16.03,-50.99,20.72,56.58,41.33,27.5,ঋ,5
-28.5,-43.26,-52.43,22.8,15.78,-46.4,22.6,56.92,47.83,32.07,ঋ,5
-51.39,-67.02,-80.95,26.2,0.46,-54.81,41.17,10.6,29.86,24.81,ঋ,5
-42.73,-66.12,-79.9,28.91,3.43,-59.39,41.54,41.05,35.25,28.11,ঋ,5
-45.68,-68.77,-81.82,22.79,-0.7,-53.11,54.01,81.18,34.49,29.66,ঋ,5
-46.2,-68.97,-82.25,23.74,-0.19,-55.37,46.34,65.66,33.78,28.81,ঋ,5
-45.0,-67.53,-81.11,22.97,-0.89,-53.82,47.04,67.25,34.46,28.5,ঋ,5
-46.27,-67.1,-79.94,25.31,-9.49,-55.92,35.96,62.35,35.23,27.72,ঋ,5
-45.56,-63.09,-77.85,25.24,-7.82,-54.42,29.82,63.78,36.53,28.72,ঋ,5
-50.56,-66.34,-86.05,21.37,-3.98,-44.88,64.52,90.2,33.98,29.41,ঋ,5
-50.67,-67.05,-85.36,21.69,-3.82,-46.93,61.57,73.11,33.42,29.01,ঋ,5
-48.04,-63.89,-82.12,20.93,-5.27,-48.92,59.87,68.49,35.63,30.12,ঋ,5
-49.87,-63.25,-78.76,18.16,-6.85,-42.77,67.01,90.63,35.19,29.82,ঋ,5
-49.35,-64.84,-80.92,17.02,-7.83,-44.16,60.11,76.95,34.79,30.12,ঋ,5
-46.92,-60.25,-75.14,17.66,-7.12,-49.56,49.43,59.52,35.85,30.06,ঋ,5
-44.63,-53.74,-67.95,8.56,0.81,-54.94,37.58,43.33,32.81,32.76,ঋ,5
-42.88,-53.13,-77.81,18.22,7.73,-47.2,12.54,101.62,36.7,30.7,ঋ,5
-39.61,-68.23,-80.03,18.78,7.84,-63.32,68.02,98.81,37.09,30.77,ঋ,5
-43.93,-75.7,-88.23,20.77,8.64,-68.06,47.55,46.87,29.4,25.4,ঋ,5
-44.03,-73.32,-86.26,19.74,8.0,-63.53,48.59,71.82,31.52,27.0,ঋ,5
-41.53,-71.62,-84.13,19.3,7.85,-64.68,47.61,62.42,31.3,27.07,ঋ,5
-38.79,-67.72,-79.98,21.17,9.32,-64.87,42.79,55.36,33.87,28.76,ঋ,5
-38.09,-65.35,-77.91,21.03,9.39,-65.43,37.72,51.42,34.49,29.17,ঋ,5
-37.55,-64.06,-76.16,19.85,8.71,-62.55,43.26,62.0,36.4,30.33,ঋ,5
-37.11,-63.55,-76.06,20.55,9.22,-63.6,39.14,57.11,35.9,30.18,ঋ,5
-37.04,-60.66,-74.44,20.33,9.08,-64.55,32.46,56.68,36.45,30.06,ঋ,5
-37.06,-60.36,-73.15,18.25,7.61,-61.57,35.66,61.08,37.33,31.1,ঋ,5
-34.78,-58.95,-72.75,15.67,5.67,-58.23,40.26,65.69,39.65,33.02,ঋ,5
-38.43,-61.89,-74.71,19.34,8.68,-64.16,33.8,57.45,35.72,29.94,ঋ,5
-36.05,-60.57,-74.0,22.52,10.39,-69.43,19.48,32.04,33.73,28.2,ঋ,5
-37.11,-61.24,-73.52,22.57,10.81,-68.79,23.68,42.73,34.23,28.5,ঋ,5
-37.35,-62.25,-75.18,21.28,9.67,-68.97,19.79,38.21,33.68,28.29,ঋ,5
-36.2,-60.75,-74.2,21.57,9.87,-68.29,20.18,41.6,34.49,28.85,ঋ,5
-35.52,-59.61,-73.21,22.68,10.83,-69.84,18.2,35.24,34.38,28.71,ঋ,5
-35.0,-62.3,-74.82,23.94,11.59,-71.31,17.24,32.21,33.33,27.98,ঋ,5
-31.16,-58.84,-73.78,24.89,13.03,-71.97,19.37,40.39,36.09,29.87,ঋ,5
-36.83,-60.7,-69.71,20.54,10.23,-64.23,36.56,61.84,37.69,30.96,ঋ,5
-33.89,-55.85,-66.34,19.21,8.85,-61.67,31.56,56.11,40.58,33.33,ঋ,5
-33.83,-50.86,-59.86,15.09,5.85,-54.86,34.84,62.88,43.57,35.9,ঋ,5
-32.93,-50.75,-60.68,18.7,8.5,-60.04,29.13,55.07,42.0,34.15,ঋ,5
-34.33,-51.72,-61.13,18.32,8.61,-60.93,28.7,54.98,41.07,33.51,ঋ,5
-35.68,-50.42,-61.26,23.9,12.22,-62.94,17.73,39.55,38.77,31.31,ঋ,5
-33.12,-61.98,-73.68,25.63,13.3,-64.88,18.2,51.23,38.58,31.4,ঋ,5
-40.1,-70.16,-81.45,21.35,9.39,-60.06,69.08,104.5,36.03,29.77,ঋ,5
-40.31,-67.21,-77.73,18.5,7.09,-55.92,71.54,107.35,37.39,31.07,ঋ,5
-39.98,-66.77,-77.78,19.76,8.2,-57.56,61.54,86.35,37.57,31.42,ঋ,5
-43.96,-77.01,-87.6,23.98,8.48,-69.7,51.66,97.45,30.35,25.3,ঋ,5
-41.48,-75.07,-86.15,24.19,8.78,-67.74,50.28,75.08,32.32,26.57,ঋ,5
-44.03,-75.28,-85.77,21.49,6.51,-64.68,53.22,86.31,31.31,26.47,ঋ,5
-42.73,-73.36,-84.82,22.29,7.35,-64.49,43.4,66.13,31.86,26.67,ঋ,5
-42.48,-71.48,-82.45,24.38,9.25,-68.6,39.07,58.43,31.88,26.3,ঋ,5
-40.48,-67.83,-79.77,25.04,9.42,-66.37,32.52,42.02,33.09,27.1,ঋ,5
-40.22,-65.61,-76.86,24.35,9.19,-65.27,33.93,49.87,34.26,27.69,ঋ,5
-47.23,-71.98,-78.27,13.07,0.8,-50.9,68.63,113.04,34.38,29.04,ঋ,5
-44.26,-64.31,-66.47,2.67,-7.06,-30.84,96.01,130.37,39.91,34.17,ঋ,5
-41.42,-61.03,-63.41,3.8,-4.91,-30.26,91.02,123.51,44.07,37.08,ঋ,5
-34.73,-56.97,-61.8,9.88,0.82,-36.0,75.11,104.66,49.26,40.18,ঋ,5
-30.49,-54.58,-61.14,15.99,6.1,-43.64,62.74,89.63,51.9,40.84,ঋ,5
-27.34,-52.67,-61.42,25.69,13.11,-57.62,40.53,65.17,50.55,38.04,ঋ,5
-32.83,-55.45,-65.27,28.4,13.74,-66.03,24.14,45.78,39.82,30.88,ঋ,5
-32.27,-54.95,-64.79,28.71,13.85,-66.62,24.44,46.27,40.32,31.19,ঋ,5
-31.94,-54.41,-64.0,28.54,13.94,-66.34,25.37,47.32,40.77,31.46,ঋ,5
-32.27,-54.91,-64.7,28.33,13.74,-66.62,24.47,45.71,40.13,31.18,ঋ,5
-32.48,-54.53,-64.07,28.78,14.03,-65.63,25.15,46.48,40.54,31.42,ঋ,5
-30.91,-53.57,-63.32,29.19,14.32,-65.65,25.58,46.79,41.46,31.84,ঋ,5
-31.46,-53.95,-63.73,29.34,14.55,-66.78,24.58,46.3,40.8,31.43,ঋ,5
-31.19,-52.14,-62.28,29.82,14.54,-66.33,23.91,44.1,41.73,32.28,ঋ,5
-34.22,-56.23,-66.39,27.7,12.91,-66.72,22.95,44.07,38.81,30.17,ঋ,5
-38.44,-59.34,-69.1,25.73,11.0,-67.3,23.0,45.22,35.8,28.68,ঋ,5
-42.02,-62.55,-72.4,22.47,8.26,-65.87,25.96,51.6,34.44,28.2,ঋ,5
-41.45,-60.87,-70.69,23.71,9.06,-66.87,23.36,46.03,34.81,28.62,ঋ,5
-41.66,-60.47,-69.46,19.6,6.68,-58.45,36.06,64.03,38.09,31.22,ঋ,5
-41.34,-58.45,-68.14,19.58,6.68,-59.87,32.62,58.82,37.0,30.58,ঋ,5
-40.47,-59.28,-68.95,17.35,4.99,-54.71,38.86,68.66,39.96,32.98,ঋ,5
-37.81,-51.44,-70.39,14.38,3.9,-52.97,20.7,96.18,41.51,34.76,ঋ,5
-45.43,-68.58,-75.96,11.98,0.78,-46.88,79.17,112.62,36.07,31.13,ঋ,5
-36.35,-50.86,-59.59,10.25,2.11,-35.58,71.22,91.85,49.9,41.93,ঋ,5
-40.4,-63.44,-77.39,26.03,2.12,-54.3,61.23,77.61,39.69,34.1,ঋ,5
-44.85,-71.01,-84.39,27.05,1.97,-63.51,54.73,62.81,31.76,29.02,ঋ,5
-38.24,-70.76,-84.41,25.23,0.48,-67.38,54.26,66.87,31.79,28.95,ঋ,5
-39.74,-68.89,-81.92,26.64,1.37,-68.23,47.97,54.06,31.43,28.5,ঋ,5
-40.79,-69.32,-82.04,25.97,0.87,-68.45,45.77,50.12,31.04,28.15,ঋ,5
-40.98,-69.22,-80.76,25.73,1.2,-64.96,46.24,58.98,32.83,29.3,ঋ,5
-40.79,-73.13,-86.75,21.16,-3.17,-60.68,47.65,81.53,33.72,31.09,ঋ,5
