p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-44.34,-8.65,-19.8,-25.36,-13.28,-59.29,25.72,14.75,21.26,16.88,ও
-45.53,-7.83,-18.57,-23.94,-11.57,-58.22,25.45,14.29,21.42,17.05,ও
-43.96,-8.94,-19.96,-25.58,-13.42,-58.77,25.78,14.67,21.72,17.42,ও
-44.03,-9.08,-20.44,-27.16,-14.55,-58.03,25.16,13.41,19.71,16.93,ও
-44.36,-8.6,-19.34,-25.78,-12.99,-58.31,25.3,13.77,19.86,16.22,ও
-43.63,-9.16,-20.31,-26.93,-14.18,-59.69,26.3,15.32,21.87,18.07,ও
-44.01,-8.75,-19.78,-26.6,-14.32,-58.86,25.55,14.32,20.69,17.2,ও
-44.88,-8.51,-19.56,-26.14,-13.57,-60.05,26.28,15.17,21.76,18.33,ও
-44.45,-8.6,-19.33,-25.93,-13.51,-56.76,24.85,13.02,18.95,15.62,ও
-44.89,-8.64,-19.52,-26.14,-13.48,-60.65,27.09,16.12,22.45,19.32,ও
-45.86,-7.68,-18.38,-24.78,-11.95,-60.63,26.38,15.14,21.11,17.89,ও
-44.54,-8.52,-19.45,-26.3,-13.6,-61.73,27.33,16.36,23.06,19.17,ও
-44.28,-8.69,-19.7,-25.97,-13.18,-59.96,26.57,15.37,21.6,18.09,ও
-43.99,-9.14,-20.06,-26.72,-13.97,-58.97,26.16,15.0,21.08,17.78,ও
-42.95,-9.79,-20.94,-27.44,-14.43,-58.6,26.2,14.78,20.9,17.36,ও
-43.8,-9.19,-20.34,-26.78,-13.78,-57.69,25.65,14.15,19.86,16.34,ও
-44.13,-8.73,-19.52,-25.82,-12.89,-59.8,26.93,16.0,22.44,18.56,ও
-43.69,-9.1,-20.14,-26.59,-13.76,-59.28,26.57,15.51,21.89,18.05,ও
-42.13,-10.17,-21.56,-28.31,-15.23,-60.88,27.47,16.83,22.98,19.2,ও
-45.06,-8.07,-18.6,-25.17,-12.51,-63.78,28.91,18.44,24.34,20.01,ও
-43.24,-9.19,-19.9,-25.85,-12.88,-61.37,27.29,16.35,22.1,18.2,ও
-42.82,-9.55,-20.03,-26.05,-13.31,-60.3,27.1,16.18,21.69,18.0,ও
-42.71,-9.7,-20.48,-26.86,-14.18,-60.73,27.26,16.42,22.24,18.33,ও
-43.56,-9.14,-20.06,-26.22,-13.26,-61.34,27.13,16.24,21.9,18.04,ও
-49.31,-4.84,-14.5,-20.05,-6.94,-64.69,27.97,17.15,23.58,19.68,ও
-47.16,-6.14,-16.46,-22.65,-10.24,-66.15,29.41,19.09,25.46,21.51,ও
-70.9,2.06,-4.38,-5.89,0.69,-76.71,21.31,10.24,20.72,19.77,ও
-61.98,-3.77,-13.42,-13.89,-5.1,-82.3,21.18,11.32,25.61,19.96,ও
-57.37,-8.11,-18.6,-19.7,-10.41,-73.45,19.81,9.19,22.9,17.49,ও
-60.22,-5.16,-15.48,-16.69,-7.36,-80.09,21.37,11.52,25.73,19.81,ও
-58.31,-6.82,-17.11,-18.1,-8.57,-74.46,20.43,10.01,23.77,18.2,ও
-56.9,-7.03,-17.28,-18.51,-8.96,-80.53,23.64,14.04,28.46,22.55,ও
-56.52,-7.64,-18.41,-20.02,-10.57,-77.4,22.55,12.59,25.89,20.43,ও
-58.93,-6.88,-17.42,-19.23,-9.97,-71.31,20.57,9.71,21.79,16.89,ও
-59.81,-6.32,-16.8,-17.82,-8.12,-69.86,20.85,10.02,21.65,16.37,ও
-63.53,-3.22,-13.36,-14.33,-4.97,-76.1,22.27,12.3,24.7,19.65,ও
-62.25,-3.9,-14.05,-15.04,-5.5,-76.04,23.0,13.0,25.48,20.3,ও
-63.86,-3.25,-12.92,-13.34,-3.6,-72.38,21.71,11.57,23.98,18.99,ও
-61.93,-4.38,-14.85,-16.47,-7.45,-73.92,22.85,12.7,24.61,19.72,ও
-59.46,-5.99,-16.62,-18.4,-8.99,-72.73,23.67,13.37,24.73,20.1,ও
-59.75,-5.97,-16.85,-18.88,-9.6,-72.81,23.22,13.03,24.39,19.69,ও
-59.27,-6.57,-17.71,-19.67,-9.98,-70.81,22.8,12.45,23.78,18.94,ও
-58.73,-6.63,-17.92,-20.06,-10.79,-72.96,23.85,13.82,24.98,20.38,ও
-58.56,-7.15,-18.41,-20.39,-10.94,-70.91,23.06,12.84,24.52,19.8,ও
-58.2,-7.01,-18.37,-20.6,-11.1,-70.83,23.12,13.04,24.44,19.75,ও
-59.15,-5.82,-17.02,-19.32,-10.1,-76.94,25.06,15.47,27.04,21.92,ও
-58.03,-7.8,-18.98,-20.73,-10.77,-66.05,21.53,10.54,21.47,16.86,ও
-58.66,-7.25,-18.61,-20.48,-10.95,-67.87,22.03,11.34,22.68,18.36,ও
-59.5,-6.74,-17.54,-18.71,-9.19,-67.25,21.77,10.76,21.67,18.19,ও
-60.02,-6.24,-17.28,-18.82,-9.39,-69.55,22.37,11.72,23.31,19.11,ও
-58.4,-7.72,-19.0,-20.61,-10.71,-67.69,21.94,11.09,22.7,18.61,ও
-59.59,-6.42,-17.47,-18.9,-9.57,-71.7,23.02,12.42,24.07,19.96,ও
-60.25,-5.6,-16.76,-18.56,-9.45,-73.96,23.53,13.13,25.08,20.5,ও
-60.28,-5.52,-16.59,-18.3,-9.23,-73.87,23.59,13.12,25.03,20.45,ও
-59.81,-5.76,-16.98,-18.58,-9.21,-75.36,24.22,14.19,26.05,21.66,ও
-66.98,-1.18,-10.92,-11.6,-2.51,-74.41,22.63,12.24,24.26,20.25,ও
-66.88,-1.71,-11.47,-11.5,-1.58,-70.49,21.85,10.92,22.56,18.6,ও
-68.14,-0.76,-10.69,-11.56,-2.45,-71.55,21.19,10.29,22.03,17.88,ও
-69.26,-0.11,-9.53,-9.74,-0.4,-66.46,19.7,8.39,19.81,15.7,ও
-68.89,-0.52,-10.03,-10.07,-1.09,-47.13,15.28,2.41,12.8,9.29,ও
-68.68,-0.33,-9.78,-9.84,-0.82,-59.17,18.71,7.03,17.91,14.34,ও
-66.02,-2.32,-11.78,-11.83,-2.33,-64.08,21.03,9.69,20.24,16.92,ও
-67.28,-0.55,-11.12,-12.59,-4.23,-75.27,22.17,11.79,23.55,19.77,ও
-63.84,-3.44,-13.86,-14.95,-5.83,-67.91,21.31,10.44,21.79,18.04,ও
-63.48,-4.03,-14.34,-14.89,-5.18,-65.33,20.81,9.7,20.69,16.88,ও
-63.01,-4.36,-14.73,-15.71,-5.91,-68.52,22.1,11.59,22.33,18.16,ও
-64.53,-2.54,-12.98,-14.26,-4.98,-75.32,23.89,13.91,24.8,20.96,ও
-62.2,-4.83,-15.57,-16.85,-7.5,-66.43,21.58,10.84,21.12,17.54,ও
-61.02,-5.02,-16.18,-18.0,-8.61,-73.82,24.13,14.31,25.02,21.12,ও
-62.3,-4.56,-15.36,-17.17,-7.9,-72.4,23.45,13.31,23.83,20.26,ও
-62.95,-3.92,-14.33,-15.48,-6.24,-69.77,23.14,12.91,23.63,19.93,ও
-60.27,-5.49,-16.34,-18.02,-8.53,-74.1,25.04,15.44,26.54,22.65,ও
-60.84,-5.38,-16.56,-18.26,-9.21,-71.2,23.45,13.22,23.67,19.69,ও
-60.38,-5.44,-16.67,-18.82,-9.86,-76.56,25.48,15.91,26.5,22.4,ও
-62.76,-3.78,-14.34,-16.2,-7.45,-75.6,24.9,15.22,26.13,22.21,ও
-63.8,-2.91,-13.27,-14.69,-5.83,-75.29,24.15,14.2,25.12,21.35,ও
-61.65,-4.95,-15.8,-17.62,-8.3,-75.05,24.59,14.79,26.12,22.04,ও
-60.92,-5.22,-17.01,-19.06,-10.06,-73.58,24.62,14.92,25.9,21.53,ও
-57.74,-7.15,-19.23,-21.56,-12.42,-77.95,26.9,18.22,29.58,25.01,ও
-58.32,-7.08,-19.11,-21.37,-12.02,-73.64,25.5,16.18,27.13,22.94,ও
-58.92,-7.09,-19.31,-21.34,-12.77,-71.08,24.61,15.1,26.16,21.05,ও
-67.15,-0.33,-10.59,-11.52,-2.39,-78.64,24.53,15.03,25.91,22.06,ও
-63.75,-3.08,-14.22,-16.04,-7.0,-77.02,24.99,15.34,26.08,22.08,ও
-62.75,-3.91,-15.24,-16.85,-7.6,-76.37,25.13,15.53,25.84,21.72,ও
